date,county code,number of cold case,county name
2016-05-08,11110.0,128.0,Jongno
2016-05-09,11110.0,1459.0,Jongno
2016-05-10,11110.0,908.0,Jongno
2016-05-11,11110.0,903.0,Jongno
2016-05-12,11110.0,916.0,Jongno
2016-05-13,11110.0,1087.0,Jongno
2016-05-14,11110.0,274.0,Jongno
2016-05-15,11110.0,120.0,Jongno
2016-05-16,11110.0,1429.0,Jongno
2016-05-17,11110.0,932.0,Jongno
2016-05-18,11110.0,902.0,Jongno
2016-05-19,11110.0,893.0,Jongno
2016-05-20,11110.0,981.0,Jongno
2016-05-21,11110.0,778.0,Jongno
2016-05-22,11110.0,133.0,Jongno
2016-05-23,11110.0,1338.0,Jongno
2016-05-24,11110.0,835.0,Jongno
2016-05-25,11110.0,867.0,Jongno
2016-05-26,11110.0,883.0,Jongno
2016-05-27,11110.0,878.0,Jongno
2016-05-28,11110.0,688.0,Jongno
2016-05-29,11110.0,102.0,Jongno
2016-05-30,11110.0,1286.0,Jongno
2016-05-31,11110.0,775.0,Jongno
2016-06-01,11110.0,803.0,Jongno
2016-06-02,11110.0,826.0,Jongno
2016-06-03,11110.0,918.0,Jongno
2016-06-04,11110.0,742.0,Jongno
2016-06-05,11110.0,88.0,Jongno
2016-06-06,11110.0,209.0,Jongno
2016-06-07,11110.0,1272.0,Jongno
2016-06-08,11110.0,639.0,Jongno
2016-06-09,11110.0,711.0,Jongno
2016-06-10,11110.0,810.0,Jongno
2016-06-11,11110.0,634.0,Jongno
2016-06-12,11110.0,98.0,Jongno
2016-06-13,11110.0,944.0,Jongno
2016-06-14,11110.0,623.0,Jongno
2016-06-15,11110.0,605.0,Jongno
2016-06-16,11110.0,677.0,Jongno
2016-06-17,11110.0,757.0,Jongno
2016-06-18,11110.0,546.0,Jongno
2016-06-19,11110.0,95.0,Jongno
2016-06-20,11110.0,1037.0,Jongno
2016-06-21,11110.0,598.0,Jongno
2016-06-22,11110.0,558.0,Jongno
2016-06-23,11110.0,641.0,Jongno
2016-06-24,11110.0,676.0,Jongno
2016-06-25,11110.0,517.0,Jongno
2016-06-26,11110.0,87.0,Jongno
2016-06-27,11110.0,1032.0,Jongno
2016-06-28,11110.0,634.0,Jongno
2016-06-29,11110.0,722.0,Jongno
2016-06-30,11110.0,632.0,Jongno
2016-07-01,11110.0,636.0,Jongno
2016-07-02,11110.0,517.0,Jongno
2016-07-03,11110.0,76.0,Jongno
2016-07-04,11110.0,904.0,Jongno
2016-07-05,11110.0,579.0,Jongno
2016-07-06,11110.0,655.0,Jongno
2016-07-07,11110.0,646.0,Jongno
2016-07-08,11110.0,669.0,Jongno
2016-07-09,11110.0,541.0,Jongno
2016-07-10,11110.0,83.0,Jongno
2016-07-11,11110.0,910.0,Jongno
2016-07-12,11110.0,624.0,Jongno
2016-07-13,11110.0,636.0,Jongno
2016-07-14,11110.0,640.0,Jongno
2016-07-15,11110.0,659.0,Jongno
2016-07-16,11110.0,477.0,Jongno
2016-07-17,11110.0,78.0,Jongno
2016-07-18,11110.0,954.0,Jongno
2016-07-19,11110.0,657.0,Jongno
2016-07-20,11110.0,628.0,Jongno
2016-07-21,11110.0,701.0,Jongno
2016-07-22,11110.0,650.0,Jongno
2016-07-23,11110.0,579.0,Jongno
2016-07-24,11110.0,92.0,Jongno
2016-07-25,11110.0,850.0,Jongno
2016-07-26,11110.0,619.0,Jongno
2016-07-27,11110.0,605.0,Jongno
2016-07-28,11110.0,597.0,Jongno
2016-07-29,11110.0,651.0,Jongno
2016-07-30,11110.0,496.0,Jongno
2016-07-31,11110.0,87.0,Jongno
2016-08-01,11110.0,742.0,Jongno
2016-08-02,11110.0,503.0,Jongno
2016-08-03,11110.0,496.0,Jongno
2016-08-04,11110.0,538.0,Jongno
2016-08-05,11110.0,581.0,Jongno
2016-08-06,11110.0,426.0,Jongno
2016-08-07,11110.0,67.0,Jongno
2016-08-08,11110.0,723.0,Jongno
2016-08-09,11110.0,494.0,Jongno
2016-08-10,11110.0,513.0,Jongno
2016-08-11,11110.0,507.0,Jongno
2016-08-12,11110.0,565.0,Jongno
2016-08-13,11110.0,362.0,Jongno
2016-08-14,11110.0,58.0,Jongno
2016-08-15,11110.0,99.0,Jongno
2016-08-16,11110.0,764.0,Jongno
2016-08-17,11110.0,500.0,Jongno
2016-08-18,11110.0,518.0,Jongno
2016-08-19,11110.0,560.0,Jongno
2016-08-20,11110.0,433.0,Jongno
2016-08-21,11110.0,83.0,Jongno
2016-08-22,11110.0,809.0,Jongno
2016-08-23,11110.0,527.0,Jongno
2016-08-24,11110.0,558.0,Jongno
2016-08-25,11110.0,589.0,Jongno
2016-08-26,11110.0,629.0,Jongno
2016-08-27,11110.0,615.0,Jongno
2016-08-28,11110.0,105.0,Jongno
2016-08-29,11110.0,1063.0,Jongno
2016-08-30,11110.0,759.0,Jongno
2016-08-31,11110.0,672.0,Jongno
2016-09-01,11110.0,707.0,Jongno
2016-09-02,11110.0,687.0,Jongno
2016-09-03,11110.0,583.0,Jongno
2016-09-04,11110.0,90.0,Jongno
2016-09-05,11110.0,903.0,Jongno
2016-09-06,11110.0,685.0,Jongno
2016-09-07,11110.0,673.0,Jongno
2016-09-08,11110.0,727.0,Jongno
2016-09-09,11110.0,819.0,Jongno
2016-09-10,11110.0,683.0,Jongno
2016-09-11,11110.0,104.0,Jongno
2016-09-12,11110.0,1276.0,Jongno
2016-09-13,11110.0,1129.0,Jongno
2016-09-14,11110.0,134.0,Jongno
2016-09-15,11110.0,39.0,Jongno
2016-09-16,11110.0,124.0,Jongno
2016-09-17,11110.0,691.0,Jongno
