date,county code,number of cold case,county name
2018-06-18,11215,3451,Gwangjin
2018-06-19,11215,2238,Gwangjin
2018-06-20,11215,2226,Gwangjin
2018-06-21,11215,2265,Gwangjin
2018-06-22,11215,2636,Gwangjin
2018-06-23,11215,2060,Gwangjin
2018-06-24,11215,272,Gwangjin
2018-06-25,11215,3470,Gwangjin
2018-06-26,11215,1708,Gwangjin
2018-06-27,11215,2225,Gwangjin
2018-06-28,11215,2006,Gwangjin
2018-06-29,11215,2391,Gwangjin
2018-06-30,11215,1766,Gwangjin
2018-07-01,11215,240,Gwangjin
2018-07-02,11215,2868,Gwangjin
2018-07-03,11215,1951,Gwangjin
2018-07-04,11215,1875,Gwangjin
2018-07-05,11215,1844,Gwangjin
2018-07-06,11215,2205,Gwangjin
2018-07-07,11215,1748,Gwangjin
2018-07-08,11215,289,Gwangjin
2018-07-09,11215,3072,Gwangjin
2018-07-10,11215,2007,Gwangjin
2018-07-11,11215,1945,Gwangjin
2018-07-12,11215,1959,Gwangjin
2018-07-13,11215,2118,Gwangjin
2018-07-14,11215,1574,Gwangjin
2018-07-15,11215,225,Gwangjin
2018-07-16,11215,2686,Gwangjin
2018-07-17,11215,1725,Gwangjin
2018-07-18,11215,1795,Gwangjin
2018-07-19,11215,1828,Gwangjin
2018-07-20,11215,2156,Gwangjin
2018-07-21,11215,1666,Gwangjin
2018-07-22,11215,222,Gwangjin
2018-07-23,11215,2753,Gwangjin
2018-07-24,11215,1687,Gwangjin
2018-07-25,11215,1843,Gwangjin
2018-07-26,11215,1730,Gwangjin
2018-07-27,11215,1978,Gwangjin
2018-07-28,11215,1399,Gwangjin
2018-07-29,11215,186,Gwangjin
2018-07-30,11215,2439,Gwangjin
2018-07-31,11215,1558,Gwangjin
2018-08-01,11215,1598,Gwangjin
2018-08-02,11215,1526,Gwangjin
2018-08-03,11215,1665,Gwangjin
2018-08-04,11215,1336,Gwangjin
2018-08-05,11215,197,Gwangjin
2018-08-06,11215,2152,Gwangjin
2018-08-07,11215,1452,Gwangjin
2018-08-08,11215,1491,Gwangjin
2018-08-09,11215,1465,Gwangjin
2018-08-10,11215,1731,Gwangjin
2018-08-11,11215,1210,Gwangjin
2018-08-12,11215,147,Gwangjin
2018-08-13,11215,2152,Gwangjin
2018-08-14,11215,1596,Gwangjin
2018-08-15,11215,227,Gwangjin
2018-08-16,11215,1933,Gwangjin
2018-08-17,11215,1784,Gwangjin
2018-08-18,11215,1467,Gwangjin
2018-08-19,11215,203,Gwangjin
2018-08-20,11215,2585,Gwangjin
2018-08-21,11215,1723,Gwangjin
2018-08-22,11215,1681,Gwangjin
2018-08-23,11215,1683,Gwangjin
2018-08-24,11215,1640,Gwangjin
2018-08-25,11215,1438,Gwangjin
2018-08-26,11215,231,Gwangjin
2018-08-27,11215,2576,Gwangjin
2018-08-28,11215,1552,Gwangjin
2018-08-29,11215,1637,Gwangjin
2018-08-30,11215,1749,Gwangjin
2018-08-31,11215,2070,Gwangjin
2018-09-01,11215,1756,Gwangjin
2018-09-02,11215,253,Gwangjin
2018-09-03,11215,2855,Gwangjin
2018-09-04,11215,2213,Gwangjin
2018-09-05,11215,2526,Gwangjin
2018-09-06,11215,2450,Gwangjin
2018-09-07,11215,2853,Gwangjin
2018-09-08,11215,2611,Gwangjin
2018-09-09,11215,376,Gwangjin
2018-09-10,11215,4451,Gwangjin
2018-09-11,11215,3077,Gwangjin
2018-09-12,11215,3063,Gwangjin
2018-09-13,11215,2976,Gwangjin
2018-09-14,11215,3243,Gwangjin
2018-09-15,11215,2547,Gwangjin
2018-09-16,11215,333,Gwangjin
2018-09-17,11215,4093,Gwangjin
2018-09-18,11215,2958,Gwangjin
2018-09-19,11215,3150,Gwangjin
2018-09-20,11215,3141,Gwangjin
2018-09-21,11215,4227,Gwangjin
2018-09-22,11215,3343,Gwangjin
2018-09-23,11215,398,Gwangjin
2018-09-24,11215,228,Gwangjin
2018-09-25,11215,525,Gwangjin
2018-09-26,11215,2114,Gwangjin
2018-09-27,11215,5185,Gwangjin
2018-09-28,11215,3902,Gwangjin
2018-09-29,11215,3178,Gwangjin
2018-09-30,11215,360,Gwangjin
2018-10-01,11215,4781,Gwangjin
2018-10-02,11215,3575,Gwangjin
2018-10-03,11215,593,Gwangjin
2018-10-04,11215,4144,Gwangjin
2018-10-05,11215,2970,Gwangjin
2018-10-06,11215,2573,Gwangjin
2018-10-07,11215,322,Gwangjin
2018-10-08,11215,4789,Gwangjin
2018-10-09,11215,561,Gwangjin
2018-10-10,11215,4008,Gwangjin
2018-10-11,11215,3249,Gwangjin
2018-10-12,11215,3633,Gwangjin
2018-10-13,11215,2751,Gwangjin
2018-10-14,11215,374,Gwangjin
2018-10-15,11215,4543,Gwangjin
2018-10-16,11215,3028,Gwangjin
2018-10-17,11215,2972,Gwangjin
2018-10-18,11215,3115,Gwangjin
2018-10-19,11215,3536,Gwangjin
2018-10-20,11215,2882,Gwangjin
2018-10-21,11215,406,Gwangjin
2018-10-22,11215,5058,Gwangjin
2018-10-23,11215,3201,Gwangjin
2018-10-24,11215,3196,Gwangjin
2018-10-25,11215,3286,Gwangjin
2018-10-26,11215,3703,Gwangjin
2018-10-27,11215,2985,Gwangjin
2018-10-28,11215,382,Gwangjin
2018-10-29,11215,5222,Gwangjin
2018-10-30,11215,3466,Gwangjin
2018-10-31,11215,3506,Gwangjin
2018-11-01,11215,3784,Gwangjin
2018-11-02,11215,4076,Gwangjin
2018-11-03,11215,3315,Gwangjin
2018-11-04,11215,424,Gwangjin
2018-11-05,11215,5551,Gwangjin
2018-11-06,11215,3550,Gwangjin
2018-11-07,11215,3372,Gwangjin
2018-11-08,11215,3168,Gwangjin
2018-11-09,11215,4160,Gwangjin
2018-11-10,11215,3096,Gwangjin
2018-11-11,11215,343,Gwangjin
2018-11-12,11215,5329,Gwangjin
2018-11-13,11215,3525,Gwangjin
2018-11-14,11215,3556,Gwangjin
2018-11-15,11215,3628,Gwangjin
2018-11-16,11215,4258,Gwangjin
2018-11-17,11215,3364,Gwangjin
2018-11-18,11215,444,Gwangjin
2018-11-19,11215,5726,Gwangjin
2018-11-20,11215,3898,Gwangjin
2018-11-21,11215,3773,Gwangjin
2018-11-22,11215,3995,Gwangjin
2018-11-23,11215,4507,Gwangjin
2018-11-24,11215,3282,Gwangjin
2018-11-25,11215,471,Gwangjin
2018-11-26,11215,5945,Gwangjin
2018-11-27,11215,3859,Gwangjin
2018-11-28,11215,3820,Gwangjin
2018-11-29,11215,4120,Gwangjin
2018-11-30,11215,4619,Gwangjin
2018-12-01,11215,3714,Gwangjin
2018-12-02,11215,508,Gwangjin
2018-12-03,11215,6220,Gwangjin
2018-12-04,11215,4205,Gwangjin
2018-12-05,11215,4232,Gwangjin
2018-12-06,11215,4447,Gwangjin
2018-12-07,11215,4772,Gwangjin
2018-12-08,11215,3958,Gwangjin
2018-12-09,11215,507,Gwangjin
2018-12-10,11215,6685,Gwangjin
2018-12-11,11215,4499,Gwangjin
2018-12-12,11215,4478,Gwangjin
2018-12-13,11215,4280,Gwangjin
2018-12-14,11215,5008,Gwangjin
2018-12-15,11215,4007,Gwangjin
2018-12-16,11215,519,Gwangjin
2018-12-17,11215,6933,Gwangjin
2018-12-18,11215,4489,Gwangjin
2018-12-19,11215,4531,Gwangjin
2018-12-20,11215,4651,Gwangjin
2018-12-21,11215,5076,Gwangjin
2018-12-22,11215,3990,Gwangjin
2018-12-23,11215,433,Gwangjin
2018-12-24,11215,7031,Gwangjin
2018-12-25,11215,455,Gwangjin
2018-12-26,11215,5974,Gwangjin
2018-12-27,11215,4219,Gwangjin
2018-12-28,11215,4715,Gwangjin
2018-12-29,11215,3598,Gwangjin
2018-12-30,11215,436,Gwangjin
2018-12-31,11215,6427,Gwangjin
2019-01-01,11215,359,Gwangjin
2019-01-02,11215,5011,Gwangjin
2019-01-03,11215,3669,Gwangjin
2019-01-04,11215,3944,Gwangjin
2019-01-05,11215,3023,Gwangjin
2019-01-06,11215,365,Gwangjin
2019-01-07,11215,4836,Gwangjin
2019-01-08,11215,3255,Gwangjin
2019-01-09,11215,3036,Gwangjin
2019-01-10,11215,3047,Gwangjin
2019-01-11,11215,3365,Gwangjin
2019-01-12,11215,2643,Gwangjin
2019-01-13,11215,297,Gwangjin
2019-01-14,11215,4054,Gwangjin
2019-01-15,11215,2703,Gwangjin
2019-01-16,11215,2624,Gwangjin
2019-01-17,11215,2915,Gwangjin
2019-01-18,11215,3082,Gwangjin
2019-01-19,11215,2485,Gwangjin
2019-01-20,11215,288,Gwangjin
2019-01-21,11215,4214,Gwangjin
2019-01-22,11215,2853,Gwangjin
2019-01-23,11215,2672,Gwangjin
2019-01-24,11215,2886,Gwangjin
2019-01-25,11215,3288,Gwangjin
2019-01-26,11215,2508,Gwangjin
2019-01-27,11215,269,Gwangjin
2019-01-28,11215,4213,Gwangjin
2019-01-29,11215,2862,Gwangjin
2019-01-30,11215,2771,Gwangjin
2019-01-31,11215,3223,Gwangjin
2019-02-01,11215,4077,Gwangjin
2019-02-02,11215,3397,Gwangjin
2019-02-03,11215,425,Gwangjin
2019-02-04,11215,457,Gwangjin
2019-02-05,11215,190,Gwangjin
2019-02-06,11215,529,Gwangjin
2019-02-07,11215,4570,Gwangjin
2019-02-08,11215,3060,Gwangjin
2019-02-09,11215,2686,Gwangjin
2019-02-10,11215,251,Gwangjin
2019-02-11,11215,4027,Gwangjin
2019-02-12,11215,2566,Gwangjin
2019-02-13,11215,2626,Gwangjin
2019-02-14,11215,2731,Gwangjin
2019-02-15,11215,2861,Gwangjin
2019-02-16,11215,2424,Gwangjin
2019-02-17,11215,266,Gwangjin
2019-02-18,11215,4030,Gwangjin
2019-02-19,11215,2393,Gwangjin
2019-02-20,11215,2594,Gwangjin
2019-02-21,11215,2608,Gwangjin
2019-02-22,11215,3143,Gwangjin
2019-02-23,11215,2244,Gwangjin
2019-02-24,11215,251,Gwangjin
2019-02-25,11215,3891,Gwangjin
2019-02-26,11215,2645,Gwangjin
2019-02-27,11215,2721,Gwangjin
2019-02-28,11215,3362,Gwangjin
2019-03-01,11215,421,Gwangjin
2019-03-02,11215,2961,Gwangjin
2019-03-03,11215,311,Gwangjin
2019-03-04,11215,3898,Gwangjin
2019-03-05,11215,2389,Gwangjin
2019-03-06,11215,2377,Gwangjin
2019-03-07,11215,2481,Gwangjin
2019-03-08,11215,2937,Gwangjin
2019-03-09,11215,2553,Gwangjin
2019-03-10,11215,361,Gwangjin
2019-03-11,11215,4106,Gwangjin
2019-03-12,11215,2789,Gwangjin
2019-03-13,11215,2888,Gwangjin
2019-03-14,11215,3034,Gwangjin
2019-03-15,11215,3205,Gwangjin
2019-03-16,11215,3099,Gwangjin
2019-03-17,11215,428,Gwangjin
2019-03-18,11215,4931,Gwangjin
2019-03-19,11215,3351,Gwangjin
2019-03-20,11215,3122,Gwangjin
2019-03-21,11215,3652,Gwangjin
2019-03-22,11215,4008,Gwangjin
2019-03-23,11215,3544,Gwangjin
2019-03-24,11215,446,Gwangjin
2019-03-25,11215,5878,Gwangjin
2019-03-26,11215,3853,Gwangjin
2019-03-27,11215,3743,Gwangjin
2019-03-28,11215,3919,Gwangjin
2019-03-29,11215,4462,Gwangjin
2019-03-30,11215,3634,Gwangjin
2019-03-31,11215,520,Gwangjin
2019-04-01,11215,6189,Gwangjin
2019-04-02,11215,4136,Gwangjin
2019-04-03,11215,4166,Gwangjin
2019-04-04,11215,4244,Gwangjin
2019-04-05,11215,4555,Gwangjin
2019-04-06,11215,3659,Gwangjin
2019-04-07,11215,473,Gwangjin
2019-04-08,11215,5948,Gwangjin
2019-04-09,11215,3884,Gwangjin
2019-04-10,11215,3929,Gwangjin
2019-04-11,11215,3981,Gwangjin
2019-04-12,11215,4396,Gwangjin
2019-04-13,11215,3455,Gwangjin
2019-04-14,11215,437,Gwangjin
2019-04-15,11215,6116,Gwangjin
2019-04-16,11215,3942,Gwangjin
2019-04-17,11215,3866,Gwangjin
2019-04-18,11215,4187,Gwangjin
2019-04-19,11215,4292,Gwangjin
2019-04-20,11215,3337,Gwangjin
2019-04-21,11215,438,Gwangjin
2019-04-22,11215,5513,Gwangjin
2019-04-23,11215,3662,Gwangjin
2019-04-24,11215,3573,Gwangjin
2019-04-25,11215,3328,Gwangjin
2019-04-26,11215,3961,Gwangjin
2019-04-27,11215,3088,Gwangjin
2019-04-28,11215,468,Gwangjin
2019-04-29,11215,5459,Gwangjin
2019-04-30,11215,3644,Gwangjin
2019-05-01,11215,3367,Gwangjin
2019-05-02,11215,4323,Gwangjin
2019-05-03,11215,4700,Gwangjin
2019-05-04,11215,3394,Gwangjin
2019-05-05,11215,367,Gwangjin
2019-05-06,11215,1925,Gwangjin
2019-05-07,11215,5827,Gwangjin
2019-05-08,11215,3885,Gwangjin
2019-05-09,11215,3784,Gwangjin
2019-05-10,11215,4473,Gwangjin
2019-05-11,11215,3437,Gwangjin
2019-05-12,11215,431,Gwangjin
2019-05-13,11215,5280,Gwangjin
2019-05-14,11215,3340,Gwangjin
2019-05-15,11215,3290,Gwangjin
2019-05-16,11215,3209,Gwangjin
2019-05-17,11215,3561,Gwangjin
2019-05-18,11215,2739,Gwangjin
2019-05-19,11215,329,Gwangjin
2019-05-20,11215,4576,Gwangjin
2019-05-21,11215,2873,Gwangjin
2019-05-22,11215,3044,Gwangjin
2019-05-23,11215,3130,Gwangjin
2019-05-24,11215,3380,Gwangjin
2019-05-25,11215,2552,Gwangjin
2019-05-26,11215,318,Gwangjin
2019-05-27,11215,4170,Gwangjin
2019-05-28,11215,2912,Gwangjin
2019-05-29,11215,2900,Gwangjin
2019-05-30,11215,2966,Gwangjin
2019-05-31,11215,3311,Gwangjin
2019-06-01,11215,2633,Gwangjin
2019-06-02,11215,323,Gwangjin
2019-06-03,11215,4225,Gwangjin
2019-06-04,11215,2759,Gwangjin
2019-06-05,11215,3055,Gwangjin
2019-06-06,11215,392,Gwangjin
2019-06-07,11215,3752,Gwangjin
2019-06-08,11215,1979,Gwangjin
2019-06-09,11215,300,Gwangjin
2019-06-10,11215,3924,Gwangjin
2019-06-11,11215,2340,Gwangjin
2019-06-12,11215,2347,Gwangjin
2019-06-13,11215,2428,Gwangjin
2019-06-14,11215,2771,Gwangjin
2019-06-15,11215,2144,Gwangjin
2019-06-16,11215,271,Gwangjin
2019-06-17,11215,3697,Gwangjin
2019-06-18,11215,2273,Gwangjin
2019-06-19,11215,2286,Gwangjin
2019-06-20,11215,2282,Gwangjin
2019-06-21,11215,2670,Gwangjin
2019-06-22,11215,1989,Gwangjin
2019-06-23,11215,286,Gwangjin
2019-06-24,11215,3558,Gwangjin
2019-06-25,11215,2214,Gwangjin
2019-06-26,11215,2299,Gwangjin
2019-06-27,11215,2168,Gwangjin
2019-06-28,11215,2586,Gwangjin
2019-06-29,11215,1886,Gwangjin
2019-06-30,11215,263,Gwangjin
2019-07-01,11215,3179,Gwangjin
2019-07-02,11215,2073,Gwangjin
2019-07-03,11215,2120,Gwangjin
2019-07-04,11215,2122,Gwangjin
2019-07-05,11215,2460,Gwangjin
2019-07-06,11215,1904,Gwangjin
2019-07-07,11215,266,Gwangjin
2019-07-08,11215,3255,Gwangjin
2019-07-09,11215,2230,Gwangjin
2019-07-10,11215,2182,Gwangjin
2019-07-11,11215,2080,Gwangjin
2019-07-12,11215,2452,Gwangjin
2019-07-13,11215,1815,Gwangjin
2019-07-14,11215,255,Gwangjin
2019-07-15,11215,2983,Gwangjin
2019-07-16,11215,2082,Gwangjin
2019-07-17,11215,1921,Gwangjin
2019-07-18,11215,1990,Gwangjin
2019-07-19,11215,2305,Gwangjin
2019-07-20,11215,1843,Gwangjin
2019-07-21,11215,265,Gwangjin
2019-07-22,11215,3134,Gwangjin
2019-07-23,11215,1925,Gwangjin
2019-07-24,11215,1950,Gwangjin
2019-07-25,11215,1947,Gwangjin
2019-07-26,11215,2111,Gwangjin
2019-07-27,11215,1753,Gwangjin
2019-07-28,11215,199,Gwangjin
2019-07-29,11215,2890,Gwangjin
2019-07-30,11215,1764,Gwangjin
2019-07-31,11215,1678,Gwangjin
2019-08-01,11215,1784,Gwangjin
2019-08-02,11215,2046,Gwangjin
2019-08-03,11215,1431,Gwangjin
2019-08-04,11215,213,Gwangjin
2019-08-05,11215,2526,Gwangjin
2019-08-06,11215,1653,Gwangjin
2019-08-07,11215,1629,Gwangjin
2019-08-08,11215,1699,Gwangjin
2019-08-09,11215,1829,Gwangjin
2019-08-10,11215,1393,Gwangjin
2019-08-11,11215,196,Gwangjin
2019-08-12,11215,2424,Gwangjin
2019-08-13,11215,1721,Gwangjin
2019-08-14,11215,1848,Gwangjin
2019-08-15,11215,296,Gwangjin
2019-08-16,11215,2395,Gwangjin
2019-08-17,11215,1484,Gwangjin
2019-08-18,11215,264,Gwangjin
2019-08-19,11215,2870,Gwangjin
2019-08-20,11215,1908,Gwangjin
2019-08-21,11215,1839,Gwangjin
2019-08-22,11215,1893,Gwangjin
2019-08-23,11215,2234,Gwangjin
2019-08-24,11215,1945,Gwangjin
2019-08-25,11215,229,Gwangjin
2019-08-26,11215,3187,Gwangjin
2019-08-27,11215,2125,Gwangjin
2019-08-28,11215,2064,Gwangjin
2019-08-29,11215,2077,Gwangjin
2019-08-30,11215,2587,Gwangjin
2019-08-31,11215,2137,Gwangjin
2019-09-01,11215,278,Gwangjin
2019-09-02,11215,3638,Gwangjin
2019-09-03,11215,2408,Gwangjin
2019-09-04,11215,2127,Gwangjin
2019-09-05,11215,2041,Gwangjin
2019-09-06,11215,2779,Gwangjin
2019-09-07,11215,2124,Gwangjin
2019-09-08,11215,302,Gwangjin
2019-09-09,11215,3967,Gwangjin
2019-09-10,11215,2542,Gwangjin
2019-09-11,11215,4193,Gwangjin
2019-09-12,11215,609,Gwangjin
2019-09-13,11215,217,Gwangjin
2019-09-14,11215,519,Gwangjin
2019-09-15,11215,501,Gwangjin
2019-09-16,11215,4970,Gwangjin
2019-09-17,11215,3129,Gwangjin
2019-09-18,11215,3417,Gwangjin
2019-09-19,11215,3603,Gwangjin
2019-09-20,11215,4001,Gwangjin
2019-09-21,11215,3228,Gwangjin
2019-09-22,11215,294,Gwangjin
2019-09-23,11215,4739,Gwangjin
2019-09-24,11215,3061,Gwangjin
2019-09-25,11215,3163,Gwangjin
2019-09-26,11215,3116,Gwangjin
2019-09-27,11215,3500,Gwangjin
2019-09-28,11215,2645,Gwangjin
2019-09-29,11215,354,Gwangjin
2019-09-30,11215,4459,Gwangjin
2019-10-01,11215,2987,Gwangjin
2019-10-02,11215,3108,Gwangjin
2019-10-03,11215,507,Gwangjin
2019-10-04,11215,4286,Gwangjin
2019-10-05,11215,2350,Gwangjin
2019-10-06,11215,335,Gwangjin
2019-10-07,11215,4308,Gwangjin
2019-10-08,11215,3530,Gwangjin
2019-10-09,11215,627,Gwangjin
2019-10-10,11215,4656,Gwangjin
2019-10-11,11215,3820,Gwangjin
2019-10-12,11215,3060,Gwangjin
2019-10-13,11215,411,Gwangjin
2019-10-14,11215,5278,Gwangjin
2019-10-15,11215,3447,Gwangjin
2019-10-16,11215,3442,Gwangjin
2019-10-17,11215,3539,Gwangjin
2019-10-18,11215,3849,Gwangjin
2019-10-19,11215,3035,Gwangjin
2019-10-20,11215,373,Gwangjin
2019-10-21,11215,5132,Gwangjin
2019-10-22,11215,3341,Gwangjin
2019-10-23,11215,3277,Gwangjin
2019-10-24,11215,3455,Gwangjin
2019-10-25,11215,3979,Gwangjin
2019-10-26,11215,3101,Gwangjin
2019-10-27,11215,368,Gwangjin
2019-10-28,11215,5448,Gwangjin
2019-10-29,11215,3602,Gwangjin
2019-10-30,11215,3566,Gwangjin
2019-10-31,11215,3485,Gwangjin
2019-11-01,11215,4096,Gwangjin
2019-11-02,11215,3112,Gwangjin
2019-11-03,11215,380,Gwangjin
2019-11-04,11215,5351,Gwangjin
2019-11-05,11215,3603,Gwangjin
2019-11-06,11215,3525,Gwangjin
2019-11-07,11215,3777,Gwangjin
2019-11-08,11215,4341,Gwangjin
2019-11-09,11215,3518,Gwangjin
2019-11-10,11215,385,Gwangjin
2019-11-11,11215,5654,Gwangjin
2019-11-12,11215,3629,Gwangjin
2019-11-13,11215,3341,Gwangjin
2019-11-14,11215,3672,Gwangjin
2019-11-15,11215,3990,Gwangjin
2019-11-16,11215,3441,Gwangjin
2019-11-17,11215,338,Gwangjin
2019-11-18,11215,5271,Gwangjin
2019-11-19,11215,3546,Gwangjin
2019-11-20,11215,3621,Gwangjin
2019-11-21,11215,3800,Gwangjin
2019-11-22,11215,4221,Gwangjin
2019-11-23,11215,3194,Gwangjin
2019-11-24,11215,345,Gwangjin
2019-11-25,11215,5185,Gwangjin
2019-11-26,11215,3506,Gwangjin
2019-11-27,11215,3528,Gwangjin
2019-11-28,11215,3499,Gwangjin
2019-11-29,11215,4276,Gwangjin
2019-11-30,11215,3265,Gwangjin
2019-12-01,11215,407,Gwangjin
2019-12-02,11215,5367,Gwangjin
2019-12-03,11215,3677,Gwangjin
2019-12-04,11215,3643,Gwangjin
2019-12-05,11215,3572,Gwangjin
2019-12-06,11215,4021,Gwangjin
2019-12-07,11215,3415,Gwangjin
2019-12-08,11215,379,Gwangjin
2019-12-09,11215,5618,Gwangjin
2019-12-10,11215,3496,Gwangjin
2019-12-11,11215,3380,Gwangjin
2019-12-12,11215,3773,Gwangjin
2019-12-13,11215,4308,Gwangjin
2019-12-14,11215,3251,Gwangjin
2019-12-15,11215,445,Gwangjin
2019-12-16,11215,5515,Gwangjin
2019-12-17,11215,3594,Gwangjin
2019-12-18,11215,3659,Gwangjin
2019-12-19,11215,3895,Gwangjin
2019-12-20,11215,4547,Gwangjin
2019-12-21,11215,3611,Gwangjin
2019-12-22,11215,457,Gwangjin
2019-12-23,11215,6077,Gwangjin
2019-12-24,11215,4602,Gwangjin
2019-12-25,11215,522,Gwangjin
2019-12-26,11215,5722,Gwangjin
2019-12-27,11215,4888,Gwangjin
2019-12-28,11215,3938,Gwangjin
2019-12-29,11215,496,Gwangjin
2019-12-30,11215,6643,Gwangjin
2019-12-31,11215,4751,Gwangjin
2023-01-01,11215,316,Gwangjin
2023-01-02,11215,4049,Gwangjin
2023-01-03,11215,2855,Gwangjin
2023-01-04,11215,2609,Gwangjin
2023-01-05,11215,2701,Gwangjin
2023-01-06,11215,3042,Gwangjin
2023-01-07,11215,2172,Gwangjin
2023-01-08,11215,289,Gwangjin
2023-01-09,11215,3436,Gwangjin
2023-01-10,11215,2394,Gwangjin
2023-01-11,11215,2153,Gwangjin
2023-01-12,11215,2261,Gwangjin
2023-01-13,11215,2450,Gwangjin
2023-01-14,11215,1787,Gwangjin
2023-01-15,11215,284,Gwangjin
2023-01-16,11215,3182,Gwangjin
2023-01-17,11215,2239,Gwangjin
2023-01-18,11215,2122,Gwangjin
2023-01-19,11215,2513,Gwangjin
2023-01-20,11215,3207,Gwangjin
2023-01-21,11215,427,Gwangjin
2023-01-22,11215,184,Gwangjin
2023-01-23,11215,424,Gwangjin
2023-01-24,11215,679,Gwangjin
2023-01-25,11215,3108,Gwangjin
2023-01-26,11215,2108,Gwangjin
2023-01-27,11215,2357,Gwangjin
2023-01-28,11215,1946,Gwangjin
2023-01-29,11215,211,Gwangjin
2023-01-30,11215,2940,Gwangjin
2023-01-31,11215,1985,Gwangjin
2023-02-01,11215,1774,Gwangjin
2023-02-02,11215,1891,Gwangjin
2023-02-03,11215,2145,Gwangjin
2023-02-04,11215,1719,Gwangjin
2023-02-05,11215,246,Gwangjin
2023-02-06,11215,2699,Gwangjin
2023-02-07,11215,2070,Gwangjin
2023-02-08,11215,1892,Gwangjin
2023-02-09,11215,2001,Gwangjin
2023-02-10,11215,2369,Gwangjin
2023-02-11,11215,1878,Gwangjin
2023-02-12,11215,246,Gwangjin
2023-02-13,11215,3183,Gwangjin
2023-02-14,11215,2107,Gwangjin
2023-02-15,11215,2024,Gwangjin
2023-02-16,11215,2196,Gwangjin
2023-02-17,11215,2519,Gwangjin
2023-02-18,11215,1926,Gwangjin
2023-02-19,11215,259,Gwangjin
2023-02-20,11215,3408,Gwangjin
2023-02-21,11215,2311,Gwangjin
2023-02-22,11215,2144,Gwangjin
2023-02-23,11215,2310,Gwangjin
2023-02-24,11215,2762,Gwangjin
2023-02-25,11215,2109,Gwangjin
2023-02-26,11215,276,Gwangjin
2023-02-27,11215,3506,Gwangjin
2023-02-28,11215,2587,Gwangjin
2023-03-01,11215,373,Gwangjin
2023-03-02,11215,3061,Gwangjin
2023-03-03,11215,2518,Gwangjin
2023-03-04,11215,2129,Gwangjin
2023-03-05,11215,316,Gwangjin
2023-03-06,11215,3313,Gwangjin
2023-03-07,11215,2340,Gwangjin
2023-03-08,11215,2120,Gwangjin
2023-03-09,11215,2316,Gwangjin
2023-03-10,11215,2646,Gwangjin
2023-03-11,11215,2155,Gwangjin
2023-03-12,11215,300,Gwangjin
2023-03-13,11215,3702,Gwangjin
2023-03-14,11215,2687,Gwangjin
2023-03-15,11215,2450,Gwangjin
2023-03-16,11215,2774,Gwangjin
2023-03-17,11215,3159,Gwangjin
2023-03-18,11215,2653,Gwangjin
2023-03-19,11215,390,Gwangjin
2023-03-20,11215,4340,Gwangjin
2023-03-21,11215,3069,Gwangjin
2023-03-22,11215,2743,Gwangjin
2023-03-23,11215,3049,Gwangjin
2023-03-24,11215,3498,Gwangjin
2023-03-25,11215,2926,Gwangjin
2023-03-26,11215,432,Gwangjin
2023-03-27,11215,4942,Gwangjin
2023-03-28,11215,3385,Gwangjin
2023-03-29,11215,3199,Gwangjin
2023-03-30,11215,3449,Gwangjin
2023-03-31,11215,3838,Gwangjin
2023-04-01,11215,3111,Gwangjin
2023-04-02,11215,445,Gwangjin
2023-04-03,11215,5363,Gwangjin
2023-04-04,11215,3807,Gwangjin
2023-04-05,11215,3012,Gwangjin
2023-04-06,11215,3574,Gwangjin
2023-04-07,11215,4042,Gwangjin
2023-04-08,11215,3276,Gwangjin
2023-04-09,11215,465,Gwangjin
2023-04-10,11215,5725,Gwangjin
2023-04-11,11215,3737,Gwangjin
2023-04-12,11215,3657,Gwangjin
2023-04-13,11215,4068,Gwangjin
2023-04-14,11215,4468,Gwangjin
2023-04-15,11215,3448,Gwangjin
2023-04-16,11215,528,Gwangjin
2023-04-17,11215,5926,Gwangjin
2023-04-18,11215,4092,Gwangjin
2023-04-19,11215,3490,Gwangjin
2023-04-20,11215,4148,Gwangjin
2023-04-21,11215,4323,Gwangjin
2023-04-22,11215,3494,Gwangjin
2023-04-23,11215,489,Gwangjin
2023-04-24,11215,6397,Gwangjin
2023-04-25,11215,4109,Gwangjin
2023-04-26,11215,3810,Gwangjin
2023-04-27,11215,3843,Gwangjin
2023-04-28,11215,4357,Gwangjin
2023-04-29,11215,3130,Gwangjin
2023-04-30,11215,407,Gwangjin
2023-05-01,11215,4759,Gwangjin
2023-05-02,11215,4121,Gwangjin
2023-05-03,11215,3530,Gwangjin
2023-05-04,11215,4177,Gwangjin
2023-05-05,11215,454,Gwangjin
2023-05-06,11215,3009,Gwangjin
2023-05-07,11215,471,Gwangjin
2023-05-08,11215,5163,Gwangjin
2023-05-09,11215,3544,Gwangjin
2023-05-10,11215,3268,Gwangjin
2023-05-11,11215,3654,Gwangjin
2023-05-12,11215,3979,Gwangjin
2023-05-13,11215,3078,Gwangjin
2023-05-14,11215,410,Gwangjin
2023-05-15,11215,4990,Gwangjin
2023-05-16,11215,3261,Gwangjin
2023-05-17,11215,3030,Gwangjin
2023-05-18,11215,3129,Gwangjin
2023-05-19,11215,3459,Gwangjin
2023-05-20,11215,2719,Gwangjin
2023-05-21,11215,344,Gwangjin
2023-05-22,11215,4680,Gwangjin
2023-05-23,11215,3239,Gwangjin
